"user","country","ms_feat","app_use"
"289c2f85","Belgium","1",36
"d197c1f2","Belgium","1",72
"d59f77b1","Belgium","0",58
"7f9ffd06","Belgium","1",60
"35cf60d3","Belgium","0",34
"1d57a39f","Belgium","1",52
"8099f580","Belgium","1",50
"0089e6ae","Belgium","1",51
"973564ad","Belgium","1",46
"236c696b","Belgium","0",22
"790e2784","Belgium","0",24
"4f75053c","Belgium","1",46
"f6ea683e","Belgium","1",25
"e0e54432","Belgium","0",45
"8c9b0701","Belgium","1",74
"ab3d3af4","Belgium","0",63
"987a0a03","Belgium","1",45
"2fab0a84","Belgium","1",65
"fa81dc92","Belgium","0",67
"4735bcf6","Belgium","1",56
"4f1daa2d","Belgium","1",61
"26a4e2da","Belgium","0",46
"3c7876d7","Belgium","0",63
"b64f0128","Belgium","0",33
"98c2a7a8","Belgium","1",49
"2f7d383f","Belgium","0",50
"f064d4dd","Belgium","1",52
"664837f2","Belgium","0",71
"83b8d0fd","Belgium","1",62
"024f0db5","Belgium","0",37
"9fd7298b","Belgium","0",60
"51dc4c8e","Belgium","0",54
"430ad114","Belgium","1",46
"247696a5","Belgium","0",28
"6270eb20","Belgium","1",57
"594050b0","Belgium","0",67
"a64aecce","Belgium","1",55
"145a449e","Belgium","0",53
"7d981f1e","Belgium","0",NA
"a235f3df","Belgium","1",69
"2d6f1951","Belgium","0",38
"f8579b71","Belgium","0",57
"d8230c22","Belgium","1",63
"be7eeb0a","Belgium","0",29
"016616f9","Belgium","0",43
"78b7fa24","Belgium","1",47
"50e50396","Belgium","1",54
"6c35cc85","Belgium","1",49
"310e6ef8","Belgium","0",54
"4ad48fc2","Belgium","0",50
"c8192f5e","Belgium","0",29
"3e9df2a5","Belgium","1",54
"637900e0","Belgium","0",54
"a76a06b5","Belgium","1",72
"65a593cd","Belgium","0",71
"e4194549","Belgium","1",61
"142a71bb","Belgium","0",66
"34ef6b6e","Belgium","1",47
"a9f6abfc","Belgium","0",34
"b2086a40","Belgium","1",47
"35a5aa2f","Belgium","1",69
"6f6e6520","Belgium","0",34
"0d1f9f3f","Belgium","1",51
"19b7eb71","Belgium","0",48
"0991cdc3","Belgium","1",49
"209ed203","Belgium","0",54
"39f39e64","Belgium","0",51
"09e5aca1","Belgium","0",62
"03d56a29","Belgium","0",50
"02c4539b","Belgium","0",51
"3d9e7a45","Belgium","1",57
"d107a9ef","Belgium","0",66
"02e89e17","Belgium","0",69
"782d86f0","Belgium","0",65
"8e43489f","Belgium","1",39
"811e1a31","Belgium","1",48
"a4da78a1","Belgium","1",58
"60a46ccb","Belgium","0",65
"b8f77c4c","Belgium","1",48
"40b40838","Belgium","0",46
"bd7f7019","Belgium","1",34
"c381908a","Belgium","1",32
"c691067c","Belgium","1",63
"6a52efdb","Belgium","0",43
"037ba2e8","Belgium","1",65
"691fcca9","Belgium","0",34
"bd6992c9","Belgium","1",62
"fbe670c3","Belgium","1",39
"05f39ca3","Belgium","1",70
"2fc31194","Belgium","1",73
"cb83e197","Belgium","0",49
"9ddb5b8b","Belgium","1",47
"f7b7ce8e","Belgium","1",65
"41d41931","Belgium","1",62
"66d4dea9","Belgium","0",49
"f2d56c79","Belgium","0",63
"4fda2508","Belgium","1",47
"990bb75c","Belgium","0",71
"bcafbaae","Belgium","0",47
"fba44e2f","Belgium","1",51
"6cc22929","Belgium","0",58
"9aa892b4","Belgium","0",46
"1f4485c5","Belgium","0",46
"6e856a00","Belgium","0",43
"979e6c23","Belgium","1",53
"84d7d8bf","Belgium","1",56
"e918c883","Belgium","0",57
"b5ac2c4a","Belgium","1",49
"312b5aa7","Belgium","1",49
"a54de5ff","Belgium","0",48
"1f9158d2","Belgium","1",44
"649aa46f","Belgium","0",40
"a472d19a","Belgium","0",48
"974dbeea","Belgium","1",26
"d8a6cd8e","Belgium","1",39
"1bae685c","Belgium","0",42
"747de3f3","Belgium","0",74
"e30292e3","Belgium","0",56
"4907f292","Belgium","0",51
"52fd61c9","Belgium","0",44
"4bc41ad8","Belgium","0",61
"befc0684","Belgium","1",69
"047355c5","Belgium","1",40
"6be19b2f","Belgium","1",57
"2ee1ee5d","Belgium","0",59
"cae72411","Belgium","1",63
"ae5834d6","Belgium","0",41
"751095d5","Belgium","0",39
"fe0ba47a","Belgium","0",44
"0275de96","Belgium","0",54
"830d24de","Belgium","1",70
"777ed6d5","Belgium","1",60
"a04bbe03","Belgium","0",47
"7f9e5f3f","Belgium","1",55
"4d3ae9f1","Belgium","1",61
"3a8fdf21","Belgium","1",42
"ee349ae3","Belgium","0",NA
"ba1b27f0","Belgium","1",54
"b4dac8d9","Belgium","0",84
"b098779b","Belgium","1",54
"e1953604","Belgium","0",NA
"78e3c5e9","Belgium","1",34
"e25886ca","Belgium","0",75
"497bb829","Belgium","0",34
"895516f4","Belgium","1",37
"f4eadd9e","Belgium","0",29
"758986c4","Belgium","1",56
"06d499fa","Belgium","1",53
"9f213666","Belgium","1",41
"9ac8902b","Belgium","1",43
"4db0ce22","Belgium","0",61
"99ab353b","Belgium","1",23
"c2db45f2","Belgium","0",39
"52ee0d3d","Belgium","1",35
"069fa375","Belgium","1",49
"9c7efeec","Belgium","0",83
"a67fed69","Belgium","1",40
"4ea94f7c","Belgium","1",52
"7503c363","Belgium","1",57
"90bf7fb8","Belgium","1",36
"a9faeab9","Spain","1",118
"142d8b96","Spain","0",72
"38b1e48e","Spain","1",96
"9569c0ea","Spain","0",NA
"fe895615","Spain","1",117
"9acb2444","Spain","1",127
"85cf4572","Spain","0",90
"e0899d19","Spain","0",84
"d85d5b35","Spain","1",115
"559794aa","Spain","1",110
"4c3f94a1","Spain","1",100
"f2f8dfda","Spain","0",79
"20630ee2","Spain","1",142
"7165c0c4","Spain","0",105
"c47fe540","Spain","1",119
"4aa845e8","Spain","0",55
"844f4047","Spain","0",86
"6ce279bc","Spain","0",82
"871e6c10","Spain","1",141
"7c21cbdb","Spain","1",121
"d0f4220d","Spain","0",92
"f7189b9f","Spain","0",85
"991c022f","Spain","1",122
"a81a0c7a","Spain","0",57
"ec50beea","Spain","0",78
"c067e053","Spain","1",139
"027bcebe","Spain","0",61
"55256ee7","Spain","0",74
"69d86c20","Spain","1",104
"68dd16d8","Spain","1",120
"015c135f","Spain","0",104
"ed2b4ad8","Spain","1",116
"6869b140","Spain","1",115
"424b81ac","Spain","1",105
"cc90fc4c","Spain","0",79
"09ae2bf0","Spain","0",85
"e46a6965","Spain","0",77
"057e3263","Spain","1",110
"183b9681","Spain","0",117
"9ac691a5","Spain","1",110
"16873cd2","Spain","1",132
"02f3a5e7","Spain","1",113
"5ea8b35a","Spain","1",106
"91f89774","Spain","1",103
"6f92ccd8","Spain","1",114
"6d70afc4","Spain","0",62
"6dca9b46","Spain","1",110
"850c1af5","Spain","0",79
"9c3dc10e","Spain","1",NA
"6a0ffc75","Spain","0",84
"39f0134a","Spain","1",114
"ddbfaa70","Spain","0",63
"3b8c4eae","Spain","1",136
"ddf157b6","Spain","0",108
"5bf6d946","Spain","0",93
"f7b8653f","Spain","1",123
"8465f5e1","Spain","0",NA
"788b7264","Spain","0",93
"3baecfda","Spain","0",67
"df5f3052","Spain","0",94
"b31272a0","Spain","0",58
"37daf711","Spain","1",117
"98a5cc4d","Spain","1",122
"b3657abb","Spain","1",124
"9e4833ca","Spain","1",103
"326105c8","Spain","0",120
"6c5e633c","Spain","0",68
"f05b28e9","Spain","0",86
"77c4d886","Spain","1",113
"c015440e","Spain","0",75
"09ca71b0","Spain","0",100
"44fe1ad4","Spain","1",108
"18d68f9e","Spain","1",127
"e6ef4cd3","Spain","0",94
"723be907","Spain","0",77
"e0dcee1a","Spain","0",NA
"22231c81","Spain","1",137
"4a074530","Spain","0",48
"78c97d32","Spain","0",69
"a0eee68d","Spain","1",122
"e0c9ac80","Spain","1",135
"12a0a7d4","Spain","1",119
"214f3dc7","Spain","0",79
"5e4a1763","Spain","1",122
"95fc11e2","Spain","0",92
"741f84fe","Spain","0",82
"87d55b23","Spain","0",83
"9732d234","Spain","0",98
"6fcf66ae","Spain","1",127
"2afa631c","Spain","1",127
"cc8007d1","Spain","1",119
"a8eecd33","Spain","0",90
"dcb1799a","Spain","1",113
"3730a093","Spain","0",89
"04f3b035","Spain","1",NA
"d852d46e","Spain","1",112
"12ad3003","Spain","1",103
"4bb6d017","Spain","1",146
"c118a2f9","Spain","1",123
"33051818","Spain","0",99
"87c7ec6f","Spain","1",119
"034bbdfd","Spain","0",100
"06334072","Spain","0",82
"dc31e115","Spain","0",80
"8d09e5d1","Spain","0",79
"baff10db","Spain","0",NA
"2e10cc38","Spain","1",115
"db87fd0c","Spain","0",78
"f29857d1","Spain","0",108
"c774da12","Spain","0",84
"ff122e36","Spain","1",127
"445c541c","Spain","0",93
"9923e175","Spain","1",113
"16c489ab","Spain","0",74
"9739b5d2","Spain","1",NA
"3d11938b","Spain","1",123
"4346b4bf","Spain","1",108
"45040bb4","Spain","1",117
"199191cc","Spain","0",78
"165e8469","Spain","0",98
"00810c17","Spain","1",123
"e49ad1dd","Spain","0",87
"32da401e","Spain","0",87
"e3c9b62b","Spain","1",126
"cb351aad","Spain","1",147
"8e24df5c","Spain","0",86
"0aa7186d","Spain","0",57
"89d37c48","Spain","0",100
"51344f31","Spain","1",115
"3d3ef631","Spain","0",72
"68c50ff9","Spain","0",91
"dc22ee80","Spain","0",105
"e57d94a6","Spain","0",69
"13bc9732","Spain","0",96
"fd5b7134","Spain","1",129
"886afe40","Spain","0",86
"f2f6a605","Spain","1",100
"39ef9ee6","Spain","0",91
"73fc1e7b","Spain","1",102
"be006004","Spain","0",106
"21281b61","Spain","0",85
"86c76a41","Spain","0",62
"659c7c2c","Spain","0",73
"c4425a7b","Spain","1",119
"3c160c95","Spain","1",150
"86939768","Spain","0",85
"c73826ab","Spain","0",94
"06716eb5","Spain","0",89
"4ff27c9c","Spain","0",72
"22239a2c","Spain","0",93
"a10a131d","Spain","0",78
"c0a73ad4","Spain","0",83
"42aabb6d","Spain","0",79
"ec6043a0","Spain","1",112
"7d4cf476","Spain","1",116
"d8c5b2f8","Spain","0",71
"5e526efd","Spain","1",117
"7a3c9bf8","Spain","1",103
"fd98c564","Spain","0",93
"5d8c0408","Spain","0",76
"0bf580bd","Spain","1",119
"db872c60","Spain","0",90
"a0f4e838","Spain","1",111
"8fa14c55","Spain","1",113
"e9736c2f","Spain","1",129
"b724d797","Spain","1",134
"d4be0fc8","Spain","0",95
"6c933d05","Spain","0",77
"1bd51de3","Spain","0",NA
"37e11906","Spain","0",66
"3e607db2","Spain","1",109
"ac0ed56f","Spain","1",126
"f3124739","Spain","0",85
"e357b572","Spain","1",104
"ad03ea30","Spain","1",103
"05fc8a23","Spain","0",73
"a00fec4e","Spain","0",71
"3d742f56","Spain","0",NA
"e77bf29e","Spain","1",147
"09d07a0a","Spain","1",113
"f51d3759","Spain","0",66
"ccebca39","Spain","0",86
"7b4eeeba","Spain","1",113
"839716ce","Spain","1",114
"5f6b4872","Spain","0",91
"8b3344b1","Spain","1",116
"9e608a7d","Spain","0",73
"1224d72a","Spain","0",NA
"e65853d8","Spain","1",106
"7bb41783","Spain","0",NA
"ff6c219f","Spain","0",73
"60089c74","Spain","1",120
"dc0cbe92","Spain","1",129
"aad48e95","Spain","0",118
"625cc01c","Spain","0",79
"683cb9b1","Spain","1",104
"74a84482","Spain","0",75
"d4283da9","Spain","1",112
"b1e6aaf4","Spain","0",82
"d96d934d","Spain","1",94
"609e7739","Spain","1",98
"e7d958c9","Spain","1",NA
"79ff11ea","Spain","1",149
"7bfe7d71","Spain","1",106
"3e33f954","Spain","0",97
"fa80043b","Spain","0",81
"fd055d54","Spain","0",NA
"fc0fd853","Spain","0",50
"1223b8fa","Spain","0",80
"5a24f7df","Spain","1",132
"36fd4265","Spain","1",115
"da6e03cc","Spain","0",64
"10fe4def","Spain","1",115
"5ccfadb7","Spain","0",97
"5b45eaa2","Spain","0",80
"826ddb92","Spain","1",142
"2b615db6","Spain","0",100
"80f15a56","Spain","0",91
"3930c00e","Spain","1",121
"63d8849e","Spain","0",92
"422e08f2","Spain","1",119
"5014961a","Spain","1",121
"d93f4882","Spain","0",71
"22e33057","Spain","0",82
"6e7ad575","Spain","0",100
"b8dded3c","Spain","0",76
"cb382371","Spain","1",120
"303336aa","Spain","0",NA
"582b9c6b","Spain","0",96
"67ab9c6f","Spain","1",122
"cb71007b","Spain","0",79
"10d7edb4","Spain","0",73
"d95835b8","Spain","0",50
"50b9dd48","Spain","1",127
"7d7cb9d3","Spain","1",100
"ccc86019","Spain","0",76
"0abbb2c5","Spain","1",113
"7bb496c4","Spain","0",100
"78dfd3c9","Spain","0",85
"a677856c","Spain","0",105
"e39e5bd0","Spain","0",83
"6880cbda","Spain","1",143
"2adcd793","Spain","1",99
"1f89ac47","Spain","0",98
"5962baf2","Spain","0",100
"35cf293b","Spain","0",96
"9efeea38","Spain","1",127
"fa5e8e77","Spain","1",116
"f410f90c","Spain","0",68
"b3d4c51f","Spain","1",107
"e051e0ac","Spain","0",94
"3634e19d","Spain","0",79
"b583eecd","Spain","1",112
"cc909f93","Spain","1",130
"7f4360c6","Spain","0",98
"27f66e71","Spain","0",83
"3a103810","Spain","0",85
"6fc365da","Spain","1",108
"fbf96208","Spain","0",73
"9933394b","Spain","0",89
"fe9d1013","Spain","0",66
"2fc2af55","Spain","0",74
"4774883b","Spain","1",142
"1e45cd89","Spain","1",115
"4ffbcc9e","Spain","0",94
"d4a3f36c","Spain","0",NA
"3719cf2a","Spain","1",NA
"a9bf62be","Spain","0",66
"997f7511","Spain","0",NA
"0cc00a7d","Spain","0",85
"9e496bc0","Spain","1",109
"1052e324","Spain","1",138
"7b64db2d","Spain","1",118
"4395ccde","Spain","1",124
"52d5cecb","Spain","0",NA
"2e07bd13","Spain","0",65
"b99e94ad","Spain","0",96
"d21c3e34","Spain","1",113
"35f846d2","Spain","1",138
"3f8eee46","Spain","0",80
"ecc74ffd","Spain","0",73
"ce131d3c","Spain","0",99
"50b9d80c","Spain","1",124
"63d554cc","Spain","1",135
"936a103c","Spain","0",92
"63fadc4c","Spain","1",112
"f3940437","Spain","1",136
"0b754bda","Spain","1",106
"d0cc2fcc","Spain","0",NA
"7726d2ed","Spain","1",117
"cc4cf0a0","Spain","1",112
"6ea09079","Spain","1",111
"3db1570f","Spain","0",91
"12b1caf0","Spain","0",77
"a9496053","Spain","1",117
"450d0a0b","Spain","1",112
"1afdfd25","Spain","0",88
"5e59d678","Spain","0",94
"f7ee8721","Spain","1",128
"b5d46652","Spain","1",116
"0b3115df","Spain","1",101
"9c9c569e","Spain","0",73
"53acfd7f","Spain","1",119
"1af999de","Spain","0",87
"edcba769","Spain","0",94
"7b60cfb9","Spain","1",131
"03f799f9","Spain","0",74
"182389d7","Spain","1",105
"0cda26ed","Spain","0",89
"d600f39b","Spain","0",86
"cbfa71c7","Spain","0",93
"9b2bf25a","Spain","0",NA
"8a8c6740","Spain","1",131
"7c769762","Spain","1",108
"3b11608d","Spain","1",86
"937dc601","Spain","0",107
"c62163bb","Spain","1",125
"cc5f63a4","Spain","0",77
"58cfce65","Spain","1",107
"29642646","Spain","1",108
"c791fa9d","Spain","1",109
"ad21993e","Spain","1",123
"d86b369a","Spain","0",86
"b9104a19","Spain","1",119
"c3dd1d25","Spain","1",136
"0a07ee3e","Spain","0",76
"0347ddaf","Spain","0",93
"10b5cbc9","Spain","1",111
"c3fd863f","Spain","1",105
"58167fdc","Spain","0",62
"5fe85126","Spain","0",73
"fd471f5a","Spain","0",88
"004364a6","Spain","0",97
"6b85625b","Spain","0",73
"01c04d67","Spain","1",121
"835ba1e0","Spain","1",116
"52ac57fa","Spain","1",125
"cc4c21b2","Spain","0",76
"c03e507f","Spain","0",64
"24fe17de","Spain","1",98
"a02d68d8","Spain","0",75
"4c1976ce","Spain","1",105
"57951db0","Spain","0",66
"c61238b6","Spain","1",104
"a82d2a1a","Spain","1",129
"07d0c1f0","Spain","1",125
"f794c0ed","Spain","1",117
"5d32b180","Spain","1",104
"92990b68","Spain","1",119
"a7c1a084","Spain","1",NA
"1be5d43f","Spain","1",NA
"14da83a5","Spain","0",87
"18ced36c","Spain","0",90
"bb66dcd2","Spain","1",NA
"05fef41f","Spain","0",73
"ed4adb3b","Spain","1",117
"42cf54d4","Spain","1",103
"fe7e086f","Spain","0",106
"bb2ded37","Spain","1",129
"18e21ea5","Spain","1",105
"099a66c2","Spain","1",81
"99aec192","Spain","0",87
"7886fb76","Spain","1",113
"0ad73ac9","Spain","0",94
"dc054247","Spain","0",77
"7ee42e8b","Spain","0",112
"c47e5f90","Spain","0",92
"60549922","Spain","1",119
"3076b38f","Spain","0",78
"0e270c28","Spain","0",93
"2de3f1c7","Spain","0",76
"891e8854","Spain","1",120
"d6175d99","Spain","0",54
"43406746","Spain","1",109
"64b7ac72","Spain","1",118
"d9667a40","Spain","1",132
"5b1a0484","Spain","1",125
"87f13c53","Spain","1",124
"2a3ff488","Spain","1",146
"cb644eb2","Spain","1",126
"606e12b1","Spain","0",70
"2ffd5339","Spain","1",121
"be71fdef","Spain","0",101
"130deb9a","Spain","1",101
"d67ebe3d","Spain","1",126
"36d11a61","Spain","0",72
"314c1373","Spain","1",NA
"603e55e8","Spain","0",78
"69a8c3fb","Spain","0",72
"0466a133","Spain","1",113
"984939f1","Spain","1",123
"c3150f26","Spain","1",104
"d61cf334","Spain","0",104
"6cdbfb1c","Spain","1",133
"4f207cd3","Spain","1",107
"9347e80f","Spain","1",112
"ba7b5712","Spain","0",63
"e6c2d0c5","Spain","0",60
"0205ab30","Spain","0",NA
"63792d2c","Spain","1",92
"98d0cae4","Spain","0",74
"63c9732b","Spain","1",116
"43a011f1","Spain","0",66
"2f24a0b6","Spain","1",136
"4fdb0070","Spain","0",98
"f28dc258","Spain","1",99
"736c8b49","Spain","1",123
"a43eaa66","Spain","1",106
"6a819a45","Spain","0",76
"bda6d05e","Spain","0",80
"c53975e3","Spain","0",86
"861584b5","Spain","0",101
"586c068b","Spain","0",90
"2eef9fc2","Spain","0",77
"974a3a58","Spain","0",75
"fccdf5c2","Spain","1",110
"733348d2","Spain","1",110
"9cfcfe82","Spain","1",133
"7c408ae3","Spain","1",106
"f33b4bca","Spain","1",103
"6e0ac1e9","Spain","1",137
"34e2f2c5","Spain","1",108
"d229125c","Spain","0",NA
"e92e5d95","Spain","1",117
"33fb26db","Spain","0",82
"898d5928","Spain","1",120
"a3d66005","Spain","1",NA
"0fe9a2e4","Spain","0",98
"4fd2099e","Spain","1",131
"29f0439c","Spain","0",92
"7cec88e4","Spain","0",88
"24c12aae","Spain","0",109
"4c4a0d72","Spain","0",NA
"fbf049c6","Spain","0",86
"86fd445c","Spain","0",80
"a044f7cb","Spain","1",118
"e2d00751","Spain","0",87
"56a805cb","Spain","0",94
"5865df6a","Spain","0",80
"9cc8ea4d","Spain","1",119
"5ca74772","Spain","1",122
"7019fb36","Spain","0",72
"b0d29d5f","Spain","0",90
"3d37db4b","Spain","1",129
"9653f535","Spain","1",122
"d4ce7b68","Spain","0",91
"73bfc485","Spain","0",89
"88391c76","Spain","1",133
"df0d6b5c","Spain","1",119
"f79c0381","Spain","0",91
"6a36c118","Spain","1",113
"2614780e","Spain","0",100
"5d4180af","Spain","1",99
"daf890f5","Spain","0",81
"4e95f887","Spain","0",72
"87c020ce","Spain","0",73
"1011712c","Spain","0",78
"d779a23d","Spain","0",87
"9cce2018","Spain","0",71
"eba5766a","Spain","1",134
"06db5c3c","Spain","0",87
"43850071","Spain","0",58
"1ccc6d93","Spain","0",89
"790a1243","Spain","0",81
"7ebd19b4","Spain","1",130
"891448f7","Spain","1",131
"c25746ef","Spain","0",77
"865e754e","Spain","0",69
"2b1a4f26","Spain","1",124
"a3bd6b92","Spain","0",78
"baa2cf82","Spain","0",84
"fc554d76","Spain","0",73
"78cd8d4d","Spain","0",86
"3b70dc97","Spain","0",NA
"5914dbdb","Spain","0",49
"fffc5ea7","Spain","1",99
"98f8bb97","Spain","0",74
"ff68fc55","Spain","0",82
"46ec7ade","Spain","0",62
"e1292241","Spain","0",92
"987a42d8","Spain","1",125
"b64328e3","Spain","1",114
"37afc3e1","Spain","1",108
"8a3f22d8","Spain","1",129
"bb5b77ad","Spain","1",116
"de05f09d","Spain","1",132
"9b2a62fb","Spain","1",116
"f6426119","Spain","1",108
"37e8ccc2","Spain","0",80
"2898e7e0","Spain","0",78
"69abfdb6","Spain","0",76
"37abcbd1","Spain","1",101
"4980fd66","Spain","0",89
"f1f6e107","Spain","0",69
"32788e41","Spain","1",132
"78321a77","Spain","1",136
"58cc03a4","Spain","1",128
"65530bef","Spain","0",81
"20b1d9ec","Spain","1",97
"16bf2a2a","Spain","0",81
"f9bfa6ac","Spain","1",130
"72db7622","Spain","1",115
"d27e1320","Spain","1",105
"c459cf0f","Spain","1",117
"b3fdb4ad","Spain","0",76
"57e38b5b","Spain","1",107
"3f5ce0e2","Spain","1",NA
"4e8efee3","Spain","1",121
"4d76ac5b","Spain","0",67
"01c867a9","Spain","0",70
"c1b17cdc","Spain","1",119
"eb76e555","Spain","1",134
"b9ae8c97","Spain","0",84
"a73582af","Spain","0",96
"a8164b1c","Spain","0",78
"f980ea50","Spain","0",87
"ee9034f7","Spain","1",129
"cfc1070b","Spain","0",92
"a5ac26da","Spain","1",112
"13a0c809","Spain","1",115
"d437f3f8","Spain","0",76
"2210b3ec","Spain","0",67
"4b1c6329","Spain","0",91
"7cd2c66a","Spain","1",102
"35691ff7","Spain","0",69
"630175b3","Spain","0",77
"be6ed6f5","Spain","0",76
"63020cd8","Spain","1",108
"861417ed","Spain","0",92
"16277728","Spain","1",NA
"38fcfd46","Spain","0",51
"be27670f","Spain","0",82
"ca622e1d","Spain","1",117
"b2314ec0","Spain","0",82
"110c703e","Spain","1",109
"fe757d5e","Spain","0",67
"1b012b91","Spain","1",116
"1fe760eb","Spain","1",122
"51784dcc","Spain","1",NA
"2813a553","Spain","0",89
"f7152119","Spain","1",123
"b160e4b3","Spain","0",79
"eab65776","Spain","0",108
"44361e8c","Spain","1",121
"5b73ba7b","Spain","1",112
"91d80eee","Spain","0",90
"d8418574","Spain","1",119
"9ddc1542","Spain","1",105
"4725c76f","Spain","1",127
"58531b6e","Spain","1",95
"562e470c","Spain","1",123
"3bd123f4","Spain","0",76
"70699829","Spain","0",60
"82534f7e","Spain","1",103
"760bc8a0","Spain","0",86
"36c56d54","Spain","1",NA
"4111c6c8","Spain","0",77
"bbcd63bc","Spain","1",109
"fda0431e","Spain","0",75
"6beea33f","Spain","0",79
"713acab1","Spain","1",117
"e5a40e1b","Spain","0",81
"3641e57c","Spain","0",75
"62aa69d0","Spain","0",85
"ab1491aa","Spain","1",123
"1fadc311","Spain","1",130
"4c64cc86","Spain","0",82
"2a08d196","Spain","0",84
"2363baa0","Spain","1",133
"878ce27e","Spain","0",89
"fdc44260","Spain","1",95
"be3cd0f3","Spain","1",125
"41d0461e","Spain","1",117
"ce133741","Spain","0",72
"0eb09ef6","Spain","1",136
"28db186c","Spain","1",131
"20833a04","Spain","0",83
"29d25d7b","Spain","0",78
"4f7602c5","Spain","0",NA
"f1396d8e","Spain","0",93
"9d059651","Spain","0",92
"4576d171","Spain","0",84
"e9da1993","Spain","1",100
"b5d7572c","Spain","1",130
"cb5998c2","Spain","1",124
"4212635e","Spain","1",105
"b39ed9c5","Spain","1",112
"d4ddb89c","Spain","1",102
"d09fd7c0","Spain","0",89
"b1c7b4f5","Spain","0",90
"10f5eb87","Spain","1",100
"5ab9c34b","Spain","0",101
"579b2961","Spain","1",115
"a7e542dc","Spain","0",92
"61f1a93a","Spain","1",NA
"23b8bb43","Spain","0",110
"102da625","Spain","0",86
"a30f8aa1","Spain","0",82
"7b04c3ef","Spain","0",76
"6d56d073","Spain","0",51
"fc0c3bc0","Spain","0",97
"de08b2fe","Spain","0",71
"c73a5cc6","Spain","1",113
"b13c035a","Spain","0",81
"04d0a111","Spain","0",83
"c713f72b","Spain","1",115
"4ccdd967","Spain","0",119
"0ceb72dd","Spain","0",96
"9bc06a4d","Spain","0",87
"a04c1898","Portugal","0",89
"7ce0ed9a","Portugal","0",78
"13489882","Portugal","0",64
"cc7a1b0a","Portugal","0",75
"bfe5a448","Portugal","0",98
"be8b99ce","Portugal","0",89
"58f95dd8","Portugal","0",88
"8f3a794e","Portugal","0",81
"fe9ee9a3","Portugal","1",71
"a1ebace5","Portugal","1",89
"93abfbd6","Portugal","1",69
"6cbddb64","Portugal","0",57
"f78db8e4","Portugal","0",76
"c22be245","Portugal","0",86
"bf495651","Portugal","0",50
"beadd6f2","Portugal","1",78
"40e9fa75","Portugal","1",66
"fc89a6b2","Portugal","1",NA
"b243de33","Portugal","0",72
"e615d555","Portugal","1",56
"d0a48ad6","Portugal","0",111
"2b389298","Portugal","0",70
"fbac2a81","Portugal","0",71
"78b35a87","Portugal","0",75
"5e13c402","Portugal","1",68
"e21e4b4a","Portugal","1",54
"6417c95e","Portugal","0",91
"8361107c","Portugal","1",61
"51dcadd5","Portugal","0",82
"d9f84fe5","Portugal","1",92
"02c5c3b5","Portugal","1",75
"55a0ec47","Portugal","1",67
"1bcdbcd9","Portugal","1",61
"d4b2ffde","Portugal","1",76
"29ecee20","Portugal","1",49
"74cd8519","Portugal","1",60
"b6430083","Portugal","0",78
"09a52c20","Portugal","0",95
"5d343562","Portugal","1",87
"9f12e0b1","Portugal","1",53
"e70d22c6","Portugal","1",75
"949389fc","Portugal","1",77
"16ff938d","Portugal","1",44
"6987af0f","Portugal","1",82
"6178faa8","Portugal","1",83
"afdf498c","Portugal","0",85
"3c6afb6f","Portugal","1",74
"b8f3ebb0","Portugal","1",67
"641fce0f","Portugal","0",82
"b1cb7424","Portugal","0",59
"173355a9","Portugal","0",62
"a275e91c","Portugal","0",79
"41ee54c8","Portugal","1",72
"1ed7b2e7","Portugal","1",NA
"6cfa3745","Portugal","0",67
"aa987732","Portugal","0",93
"ffd18e62","Portugal","0",98
"be5315b6","Portugal","1",61
"91aa5818","Portugal","1",61
"9e0af35d","Portugal","0",110
"9e91723d","Portugal","0",70
"2e3783c1","Portugal","0",70
"c9d576ad","Portugal","1",53
"c334a8c8","Portugal","1",69
"9b0c8893","Portugal","1",68
"c7b289bb","Portugal","1",83
"a1f91077","Portugal","0",64
"15328696","Portugal","0",60
"a109b3fb","Portugal","1",77
"0044ab4c","Portugal","0",76
"c8c2272c","Portugal","0",81
"f822da4b","Portugal","1",72
"6b7003d8","Portugal","0",77
"7b52c97b","Portugal","1",71
"4f9d9060","Portugal","0",82
"b7d05854","Portugal","0",73
"4a008e3d","Portugal","0",67
"4ca5706f","Portugal","1",64
"c9efe320","Portugal","0",61
"95736e40","Portugal","0",80
"ceb2019c","Portugal","1",51
"82076835","Portugal","1",97
"29b95e3a","Portugal","0",43
"60748799","Portugal","0",61
"d93eead1","Portugal","0",96
"338c05d9","Portugal","1",88
"554bacad","Portugal","0",93
"ae9e612f","Portugal","1",62
"6339c071","Portugal","1",70
"1c6b5a73","Portugal","1",60
"eaaaf911","Portugal","1",68
"fca0add6","Portugal","1",60
"f8186b89","Portugal","1",85
"141a8566","Portugal","1",66
"236f70fa","Portugal","0",105
"51041a34","Portugal","1",94
"5e928d23","Portugal","1",64
"619d567c","Portugal","0",78
"6feb3bf0","Portugal","1",66
"9f55b0e1","Portugal","0",75
"251463bb","Portugal","1",61
"6a29db5c","Portugal","1",61
"3450c40b","Portugal","0",74
"a7499941","Portugal","1",67
"f301cb0b","Portugal","0",79
"2eb4f6d8","Portugal","1",72
"67349d33","Portugal","0",90
"d3937767","Portugal","0",73
"dcdab986","Portugal","0",100
"5a4e89b4","Portugal","1",58
"4f04f7d8","Portugal","0",71
